temple,instructionrooms,sealingrooms,baptismrooms,squarefootage,acreage,stakes,districts,all_units,elevation_ft,tower_spire,att_tower_spire,angelmoroni,announcement,groundbreaking,dedication,temple_urls,temple_address,lat,long,prophet,interval,prophet_start,prophet_end,location,status,date,templeOrgId,templeNameId,city,stateRegion,country,sortDate,guess_country,missing_state,first_word,lat_general,long_general,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID
Maceió Brazil Temple,NA,NA,NA,19000,NA,NA,NA,NA,229.1,NA,NA,NA,2022-04-03,NA,NA,https://churchofjesuschristtemples.org/maceio-brazil-temple,"Av. Durval de Góes Monteiro, Jardim Petropolis, Maceió–AL, Brazil",-9.59358093476,-35.754137715178,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,Brazil,ANNOUNCED,Announced,4148125,maceio-brazil-temple,,,brazil,,brazil,TRUE,Maceió Brazil ,-10.3333333,-53.2,NA,NA,NA,NA,NA
Madrid Spain Temple,4,4,1,45800,3.5,15,1,16,NA,1,Attached,Yes,1993-04-04,1996-06-11,1999-03-19,https://churchofjesuschristtemples.org/madrid-spain-temple,"Calle Del Templo No 2, Madrid, 28030 Madrid, Spain",40.400948822685,-3.631154198028,Ezra Taft Benson,1985-11-10 UTC--1994-05-30 UTC,1985-11-10T00:00:00Z,1994-05-30T00:00:00Z,"Madrid, Madrid, Spain",OPERATING,19 March 1999,27,madrid-spain-temple,Madrid,Madrid,Spain,"March 19, 1999",NA,FALSE,Madrid Spain ,40.4167047,-3.7035825,NA,NA,NA,NA,NA
Managua Nicaragua Temple,2,2,1,25000,8.9,NA,NA,NA,817.9,1,Attached,No,2018-04-01,2022-11-26,NA,https://churchofjesuschristtemples.org/managua-nicaragua-temple,"Highway to Masaya, Managua, Nicaragua",12.1172,-86.24081,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,Nicaragua,CONSTRUCTION,Construction,4108672,managua-nicaragua-temple,,,nicaragua,,nicaragua,TRUE,Managua Nicaragua ,12.6090157,-85.2936911,NA,NA,NA,NA,NA
Manaus Brazil Temple,2,2,1,32032,7.7,13,4,17,106.9,1,Attached,Yes,2007-05-23,2008-06-20,2012-06-10,https://churchofjesuschristtemples.org/manaus-brazil-temple,"Avenida Coronel Texeira #3162, Ponta Negra, 69037-000 Manaus–AM, Brazil",-3.079836595638,-60.076840137896,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Manaus, Amazonas, Brazil",OPERATING,10 June 2012,79543,manaus-brazil-temple,Manaus,Amazonas,Brazil,"June 10, 2012",NA,FALSE,Manaus Brazil ,-3.1316333,-59.9825041,NA,NA,NA,NA,NA
Manhattan New York Temple,2,2,1,20630,0.3,11,0,11,80.3,1,Attached,Yes,2002-08-07,2002-09-23,2004-06-13,https://churchofjesuschristtemples.org/manhattan-new-york-temple,"125 Columbus Ave, Fourth Floor, New York, New York 10023-6514, United States",40.773104653122,-73.981707316815,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"New York, New York, United States",OPERATING,13 June 2004,69208,manhattan-new-york-temple,New York,New York,United States,"June 13, 2004",NA,FALSE,Manhattan  ,40.7127281,-74.0060152,36,061,014900,2,360610149002
Manila Philippines Temple,4,3,1,26683,3.5,85,25,110,167.9,6,Detached,Yes,1981-04-01,1982-08-25,1984-09-25,https://churchofjesuschristtemples.org/manila-philippines-temple,"13 Temple Drive corner Whiteplains Avenue, Greenmeadows Subdivision, UGONG NORTE, Quezon City, 1110 Metro Manila, Philippines",14.601819987689,121.068989988914,Spencer W. Kimball,1973-12-30 UTC--1985-11-05 UTC,1973-12-30T00:00:00Z,1985-11-05T00:00:00Z,"Quezon City, Metro Manila, Philippines",OPERATING,25 September 1984,59,manila-philippines-temple,Quezon City,Metro Manila,Philippines,"September 25, 1984",NA,FALSE,Manila Philippines ,14.6508,121.04821,NA,NA,NA,NA,NA
Manti Utah Temple,4,8,1,74792,27,23,0,23,NA,2,Attached,No,1875-06-25,1877-04-25,1888-05-21,https://churchofjesuschristtemples.org/manti-utah-temple,"200 E 510 N, Manti, Utah 84642-1701, United States",39.257898466701,-111.63348399781,Brigham Young,1844-06-27 UTC--1877-08-29 UTC,1844-06-27T00:00:00Z,1877-08-29T00:00:00Z,"Manti, Utah, United States",RENOVATION,Renovation,43,manti-utah-temple,Manti,Utah,United States,,NA,FALSE,Manti  ,39.2682951,-111.636862,49,039,972500,1,490399725001
McAllen Texas Temple,2,2,1,27897,10.61,5,0,5,107.2,1,Attached,No,2019-10-05,2020-11-21,2023-10-08,https://churchofjesuschristtemples.org/mcallen-texas-temple,"300 W Trenton Road, McAllen, Texas 78504, United States",26.267303596837,-98.212938192789,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,"McAllen, Texas, United States",OPERATING,8 October 2023,4124795,mcallen-texas-temple,McAllen,Texas,United States,"October 8, 2023",NA,FALSE,McAllen  ,26.204114,-98.2300605,48,215,023510,3,482150235103
Medford Oregon Temple,2,2,1,10700,2,7,0,7,NA,1,Attached,Yes,1999-03-15,1999-05-20,2000-04-16,https://churchofjesuschristtemples.org/medford-oregon-temple,"3900 Grant Rd, Central Point, Oregon 97502-3911, United States",42.373266002337,-122.932681014264,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Central Point, Oregon, United States",OPERATING,16 April 2000,38377,medford-oregon-temple,Central Point,Oregon,United States,"April 16, 2000",NA,FALSE,Medford  ,42.376782,-122.912721,41,029,000900,2,410290009002
Melbourne Australia Temple,2,2,1,10700,5.98,11,0,11,314.1,1,Attached,Yes,1998-10-30,1999-03-20,2000-06-16,https://churchofjesuschristtemples.org/melbourne-australia-temple,"76 Cathies Ln, Wantirna South, Victoria 3152, Australia",-37.86887318728,145.214348037361,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Wantirna South, Victoria, Australia",OPERATING,16 June 2000,36986,melbourne-australia-temple,Wantirna South,Victoria,Australia,"June 16, 2000",NA,FALSE,Melbourne Australia ,-37.8737902,145.2217475,NA,NA,NA,NA,NA
Memphis Tennessee Temple,2,2,1,10890,6.35,6,0,6,323.7,1,Attached,Yes,1998-09-17,1999-01-16,2000-04-23,https://churchofjesuschristtemples.org/memphis-tennessee-temple,"4199 Kirby-Whitten Pkwy, Bartlett, Tennessee 38135-9245, United States",35.240703013372,-89.839330022148,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Bartlett, Tennessee, United States",OPERATING,23 April 2000,36988,memphis-tennessee-temple,Bartlett,Tennessee,United States,"April 23, 2000",NA,FALSE,Memphis  ,35.2045329,-89.8739753,47,157,020643,4,471570206434
Mendoza Argentina Temple,2,2,1,21000,15,NA,NA,NA,NA,1,Attached,No,2018-10-07,2020-12-17,NA,https://churchofjesuschristtemples.org/mendoza-argentina-temple,"Avenida Champagnat, Las Heras, Mendoza, Argentina",-32.861258746212,-68.883697900708,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,"Mendoza, Argentina",CONSTRUCTION,Construction,4114410,mendoza-argentina-temple,Mendoza,,Argentina,,NA,TRUE,Mendoza Argentina ,-32.8894155,-68.8446177,NA,NA,NA,NA,NA
Mérida Mexico Temple,2,2,1,10700,1.53,14,2,16,34.7,1,Attached,Yes,1998-09-25,1999-01-16,2000-07-08,https://churchofjesuschristtemples.org/merida-mexico-temple,"Calle 70 #527, Esq 65 y 67, Col. Centro, 97000 Mérida, Yucatan, Mexico",20.965869995284,-89.630389963105,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Mérida, Yucatan, Mexico",OPERATING,8 July 2000,36916,merida-mexico-temple,Mérida,Yucatan,Mexico,"July 8, 2000",NA,FALSE,Mérida Mexico ,20.9670759,-89.6237402,NA,NA,NA,NA,NA
Meridian Idaho Temple,3,5,1,67331,15.73,19,0,19,NA,1,Attached,Yes,2011-04-02,2014-08-23,2017-11-19,https://churchofjesuschristtemples.org/meridian-idaho-temple,"7355 N Linder Rd, Meridian, Idaho 83646, United States",43.671575991284,-116.415013017326,Thomas S. Monson,2008-02-03 UTC--2018-01-02 UTC,2008-02-03T00:00:00Z,2018-01-02T00:00:00Z,"Meridian, Idaho, United States",OPERATING,19 November 2017,4010938,meridian-idaho-temple,Meridian,Idaho,United States,"November 19, 2017",NA,FALSE,Meridian  ,43.6086295,-116.392326,16,001,010335,1,160010103351
Mesa Arizona Temple,4,6,1,75000,20,29,0,29,NA,0,None,No,1919-10-03,1922-04-25,1927-10-23,https://churchofjesuschristtemples.org/mesa-arizona-temple,"101 S LeSueur, Mesa, Arizona 85204-1031, United States",33.412414464826,-111.820542445323,Heber J. Grant,1918-11-23 UTC--1945-05-14 UTC,1918-11-23T00:00:00Z,1945-05-14T00:00:00Z,"Mesa, Arizona, United States",OPERATING,23 October 1927,22,mesa-arizona-temple,Mesa,Arizona,United States,"October 23, 1927",NA,FALSE,Mesa  ,33.4151005,-111.831455,04,013,421501,1,040134215011
Mexico City Benemérito Mexico Temple,NA,NA,NA,29000,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-03,NA,NA,https://churchofjesuschristtemples.org/mexico-city-benemerito-mexico-temple,"Tenayuca-Chalmita 828, Colonia Zona Escolar, Gustavo A. Madero, 07230 Mexico City, Mexico",19.530520052929,-99.143754811414,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,Mexico,ANNOUNCED,Announced,4148128,mexico-city-benemerito-mexico-temple,,,cote d'ivoire,,cote d'ivoire,TRUE,Mexico City Benemérito Mexico ,7.9897371,-5.5679458,NA,NA,NA,NA,NA
Mexico City Mexico Temple,4,11,1,116642,7,96,4,100,NA,1,Attached,Yes,1976-04-03,1979-11-25,1983-12-02,https://churchofjesuschristtemples.org/mexico-city-mexico-temple,"Avenida 510 #90, Col. San Juan de Aragon, 07950 México, Distrito Federal, Mexico",19.465290014383,-99.086609966628,Spencer W. Kimball,1973-12-30 UTC--1985-11-05 UTC,1973-12-30T00:00:00Z,1985-11-05T00:00:00Z,"México, Distrito Federal, Mexico",OPERATING,2 December 1983,5,mexico-city-mexico-temple,México,Distrito Federal,Mexico,"December 2, 1983",NA,FALSE,Mexico City Mexico ,19.432713,-99.13316157323278,NA,NA,NA,NA,NA
Miraflores Guatemala City Guatemala Temple,2,2,1,30000,1.5,NA,NA,NA,NA,1,Attached,No,2020-10-04,2022-12-03,NA,https://churchofjesuschristtemples.org/miraflores-guatemala-city-guatemala-temple,"13 Calle 5-56, Zona 11, Guatemala City, Guatemala",14.607079939489,-90.545228759866,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,Guatemala,CONSTRUCTION,Construction,4134473,miraflores-guatemala-city-guatemala-temple,,,guatemala,,guatemala,TRUE,Miraflores Guatemala City Guatemala ,15.5855545,-90.345759,NA,NA,NA,NA,NA
Modesto California Temple,2,2,1,30000,17.63,NA,NA,NA,81.3,1,Attached,No,2022-04-03,2023-10-07,NA,https://churchofjesuschristtemples.org/modesto-california-temple,"Adjacent to 4300 Dale Road, Modesto, California, United States",37.702352012369,-121.049159998563,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,"California, United States",CONSTRUCTION,Construction,4148136,modesto-california-temple,Modesto,California,United States,,NA,TRUE,Modesto  ,37.6390972,-120.9968782,06,099,000504,1,060990005041
Monterrey Mexico Temple,2,2,1,16498,7.78,26,6,32,NA,1,Attached,Yes,1995-12-21,2000-11-04,2002-04-28,https://churchofjesuschristtemples.org/monterrey-mexico-temple,"Av. Eugenio Garza Sada, Esq. Privada Valle de la Estanzuela, Colonia Valle Alto, 64989 Monterrey, Nuevo Leon, Mexico",25.590770019028,-100.260150004299,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Monterrey, Nuevo Leon, Mexico",OPERATING,28 April 2002,60,monterrey-mexico-temple,Monterrey,Nuevo Leon,Mexico,"April 28, 2002",NA,FALSE,Monterrey Mexico ,25.6802019,-100.315258,NA,NA,NA,NA,NA
Montevideo Uruguay Temple,2,2,1,10700,1.59,18,2,20,41.4,1,Attached,Yes,1998-11-02,1999-04-27,2001-03-18,https://churchofjesuschristtemples.org/montevideo-uruguay-temple,"Bolonia 1722, Carrasco, 11500 Montevideo, Uruguay",-34.888320008706,-56.074499988963,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Carrasco, Montevideo, Uruguay",OPERATING,18 March 2001,36989,montevideo-uruguay-temple,Carrasco,Montevideo,Uruguay,"March 18, 2001",NA,FALSE,Montevideo Uruguay ,-34.8855774,-56.0581498,NA,NA,NA,NA,NA
Monticello Utah Temple,2,2,1,11225,1.33,7,0,7,NA,1,Attached,Yes,1997-10-04,1997-11-17,1998-07-26,https://churchofjesuschristtemples.org/monticello-utah-temple,"365 N 200 W, Monticello, Utah 84535, United States",37.878149984348,-109.347086990879,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Monticello, Utah, United States",OPERATING,26 July 1998,36462,monticello-utah-temple,Monticello,Utah,United States,"July 26, 1998",NA,FALSE,Monticello  ,37.8750565,-109.3403148,49,037,978100,2,490379781002
Montpelier Idaho Temple,2,2,1,27000,2.6,NA,NA,NA,NA,1,Attached,No,2022-04-03,2023-06-17,NA,https://churchofjesuschristtemples.org/montpelier-idaho-temple,"Washington Street, Montpelier, Idaho, United States",42.317640004827,-111.303138961122,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,"Idaho, United States",CONSTRUCTION,Construction,4148135,montpelier-idaho-temple,Montpelier,Idaho,United States,,NA,TRUE,Montpelier  ,42.3221498,-111.2977044,16,007,950100,2,160079501002
Montreal Quebec Temple,2,2,1,11550,2.4,4,1,5,46.5,1,Attached,Yes,1998-08-06,1999-04-09,2000-06-04,https://churchofjesuschristtemples.org/montreal-quebec-temple,"1450 Blvd Marie-Victorin, Longueuil, Quebec J4G 1A4, Canada",45.563269991224,-73.490648993054,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Longueuil, Quebec, Canada",OPERATING,4 June 2000,36565,montreal-quebec-temple,Longueuil,Quebec,Canada,"June 4, 2000",NA,FALSE,Montreal Quebec ,45.521906,-73.4644578,NA,NA,NA,NA,NA
Moses Lake Washington Temple,2,2,1,28933,17.2,5,0,5,NA,1,Attached,No,2019-04-07,2020-10-10,2023-09-17,https://churchofjesuschristtemples.org/moses-lake-washington-temple,"401 Yonezawa Blvd, Moses Lake, Washington 98837, United States",47.104361200409,-119.272084982055,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,"Moses Lake, Washington, United States",OPERATING,17 September 2023,4119594,moses-lake-washington-temple,Moses Lake,Washington,United States,"September 17, 2023",NA,FALSE,Moses Lake  ,47.1301417,-119.278077,53,025,011000,3,530250110003
Mount Timpanogos Utah Temple,4,8,1,107240,16.7,41,0,41,NA,1,Attached,Yes,1992-10-03,1993-10-09,1996-10-13,https://churchofjesuschristtemples.org/mount-timpanogos-utah-temple,"742 N 900 E, American Fork, Utah 84003-9124, United States",40.392867997472,-111.770609017355,Ezra Taft Benson,1985-11-10 UTC--1994-05-30 UTC,1985-11-10T00:00:00Z,1994-05-30T00:00:00Z,"American Fork, Utah, United States",OPERATING,13 October 1996,18,mount-timpanogos-utah-temple,American Fork,Utah,United States,"October 13, 1996",NA,FALSE,Mount Timpanogos  ,40.3768064,-111.7959146,49,049,010213,2,490490102132
Nairobi Kenya Temple,2,2,1,NA,NA,NA,NA,NA,NA,1,Attached,No,2017-04-02,2021-09-11,NA,https://churchofjesuschristtemples.org/nairobi-kenya-temple,"Mountain View, Nairobi, Kenya",-1.26931,36.73863,Thomas S. Monson,2008-02-03 UTC--2018-01-02 UTC,2008-02-03T00:00:00Z,2018-01-02T00:00:00Z,"Nairobi, Kenya",CONSTRUCTION,Construction,4098473,nairobi-kenya-temple,Nairobi,,Kenya,,NA,TRUE,Nairobi Kenya ,-1.30261485,36.82884201813725,NA,NA,NA,NA,NA
Nashville Tennessee Temple,2,2,1,10700,6.86,10,0,10,653.1,1,Attached,Yes,1994-11-09,1999-03-13,2000-05-21,https://churchofjesuschristtemples.org/nashville-tennessee-temple,"1100 Gray Fox Ln, Franklin, Tennessee 37069, United States",35.949172985716,-86.860866996861,Howard W. Hunter,1994-06-05 UTC--1995-03-03 UTC,1994-06-05T00:00:00Z,1995-03-03T00:00:00Z,"Franklin, Tennessee, United States",OPERATING,21 May 2000,13,nashville-tennessee-temple,Franklin,Tennessee,United States,"May 21, 2000",NA,FALSE,Nashville  ,35.925206,-86.8689419,47,187,050702,1,471870507021
Natal Brazil Temple,NA,NA,NA,19800,5.53,NA,NA,NA,129.4,NA,NA,NA,2023-04-02,NA,NA,https://churchofjesuschristtemples.org/natal-brazil-temple,"Av. Senador Salgado Filho (BR-101), Nova Parnamirim, Parnamirim–RN, Brazil",-5.87098781731,-35.218800357637,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,Brazil,ANNOUNCED,Announced,4156609,natal-brazil-temple,,,brazil,,brazil,TRUE,Natal Brazil ,-10.3333333,-53.2,NA,NA,NA,NA,NA
Nauvoo Illinois Temple,4,6,1,54000,3.3,5,0,5,650,1,Attached,Yes,1999-04-04,1999-10-24,2002-06-27,https://churchofjesuschristtemples.org/nauvoo-illinois-temple,"50 N Wells St, Nauvoo, Illinois 62354, United States",40.548926106779,-91.384939042633,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Nauvoo, Illinois, United States",OPERATING,27 June 2002,44,nauvoo-illinois-temple,Nauvoo,Illinois,United States,"June 27, 2002",NA,FALSE,Nauvoo  ,40.550042,-91.3848749,17,067,954000,2,170679540002
Neiafu Tonga Temple,2,2,1,17000,3.3,NA,NA,NA,101.7,1,Attached,No,2019-04-07,2021-09-11,NA,https://churchofjesuschristtemples.org/neiafu-tonga-temple,"Tu’I Road, Neiafu, Vava'u, Tonga",-18.635437738086,-173.972385308487,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,"Neiafu Vava’u, Tonga",CONSTRUCTION,Construction,4119592,neiafu-tonga-temple,Neiafu Vava’u,,Tonga,,NA,TRUE,Neiafu Tonga ,NA,NA,NA,NA,NA,NA,NA
Newport Beach California Temple,2,3,1,17800,8.8,15,0,15,196.1,1,Attached,Yes,2001-04-21,2003-08-15,2005-08-28,https://churchofjesuschristtemples.org/newport-beach-california-temple,"2300 Bonita Canyon Dr, Newport Beach, California 92660-9118, United States",33.629481994374,-117.848781979572,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Newport Beach, California, United States",OPERATING,28 August 2005,45903,newport-beach-california-temple,Newport Beach,California,United States,"August 28, 2005",NA,FALSE,Newport Beach  ,33.6170092,-117.9294401,06,059,062644,3,060590626443
Nuku'alofa Tonga Temple,2,3,1,21184,1.2,21,2,23,49.7,1,Attached,Yes,1980-04-02,1981-02-18,1983-08-09,https://churchofjesuschristtemples.org/nuku'alofa-tonga-temple,"Halaloto Road, Liahona, Nuku'alofa, Tonga",-21.13351,-175.20344,Spencer W. Kimball,1973-12-30 UTC--1985-11-05 UTC,1973-12-30T00:00:00Z,1985-11-05T00:00:00Z,"Liahona, Tongatapu, Tonga",OPERATING,9 August 1983,12,nuku'alofa-tonga-temple,Liahona,Tongatapu,Tonga,"August 9, 1983",NA,FALSE,Nuku'alofa Tonga ,NA,NA,NA,NA,NA,NA,NA
Oakland California Temple,4,7,1,80157,18.1,27,0,27,664.3,5,Attached,No,1961-01-23,1962-05-26,1964-11-17,https://churchofjesuschristtemples.org/oakland-california-temple,"4770 Lincoln Ave, Oakland, California 94602-2535, United States",37.810097304426,-122.199120479572,David O. McKay,1951-04-09 UTC--1970-01-18 UTC,1951-04-09T00:00:00Z,1970-01-18T00:00:00Z,"Oakland, California, United States",OPERATING,17 November 1964,46,oakland-california-temple,Oakland,California,United States,"November 17, 1964",NA,FALSE,Oakland  ,37.8044557,-122.271356,06,001,406700,1,060014067001
Oaxaca Mexico Temple,2,2,1,10700,1.87,7,5,12,NA,1,Attached,Yes,1999-02-23,1999-03-13,2000-03-11,https://churchofjesuschristtemples.org/oaxaca-mexico-temple,"Av. Universidad # 139, Fracc. Real de Candiani, 68130 Oaxaca, Oaxaca, Mexico",17.037749694508,-96.711103769243,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Oaxaca, Oaxaca, Mexico",OPERATING,11 March 2000,37835,oaxaca-mexico-temple,Oaxaca,Oaxaca,Mexico,"March 11, 2000",NA,FALSE,Oaxaca Mexico ,17.0604663,-96.7253575,NA,NA,NA,NA,NA
Ogden Utah Temple,6,9,1,112232,9.96,64,0,64,NA,1,Attached,Yes,1967-08-24,1969-09-08,1972-01-18,https://churchofjesuschristtemples.org/ogden-utah-temple,"350 22nd St, Ogden, Utah 84401-1487, United States",41.228008014722,-111.971750972779,David O. McKay,1951-04-09 UTC--1970-01-18 UTC,1951-04-09T00:00:00Z,1970-01-18T00:00:00Z,"Ogden, Utah, United States",OPERATING,18 January 1972,6,ogden-utah-temple,Ogden,Utah,United States,"January 18, 1972",NA,FALSE,Ogden  ,41.2230048,-111.9738429,49,057,201100,1,490572011001
Okinawa Japan Temple,1,1,1,12437,0.55,NA,NA,NA,141.9,1,Attached,No,2019-04-07,2020-12-05,2023-11-12,https://churchofjesuschristtemples.org/okinawa-japan-temple,"Matsumoto 7-11-32, Okinawa-shi, Okinawa-ken 904-2151, Japan",26.358348711561,127.802025874984,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,"Okinawa, Japan",CONSTRUCTION,Construction,4119591,okinawa-japan-temple,Okinawa,,Japan,,NA,TRUE,Okinawa Japan ,26.4748948,127.91146866408414,NA,NA,NA,NA,NA
Oklahoma City Oklahoma Temple,2,2,1,10890,1,13,0,13,NA,1,Attached,Yes,1999-03-14,1999-07-03,2000-07-30,https://churchofjesuschristtemples.org/oklahoma-city-oklahoma-temple,"12030 N Mustang Rd, Yukon, Oklahoma 73099-9801, United States",35.591856979575,-97.726675010159,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Yukon, Oklahoma, United States",OPERATING,30 July 2000,38378,oklahoma-city-oklahoma-temple,Yukon,Oklahoma,United States,"July 30, 2000",NA,FALSE, City Oklahoma ,35.5067259,-97.7625386,40,017,300802,1,400173008021
Oquirrh Mountain Utah Temple,4,7,1,60000,11,42,0,42,NA,1,Attached,Yes,2005-10-01,2006-12-16,2009-08-21,https://churchofjesuschristtemples.org/oquirrh-mountain-utah-temple,"11022 S 4000 W, South Jordan, Utah 84009-5797, United States",40.551152988594,-111.987588997925,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"South Jordan, Utah, United States",OPERATING,21 August 2009,77200,oquirrh-mountain-utah-temple,South Jordan,Utah,United States,"August 21, 2009",NA,FALSE,Oquirrh Mountain  ,40.5584882,-111.9367107,49,035,113020,1,490351130201
Orem Utah Temple,4,4,1,71998,15.39,NA,NA,NA,NA,1,Attached,No,2019-10-05,2020-09-05,2024-01-21,https://churchofjesuschristtemples.org/orem-utah-temple,"1451 S 1100 W, Orem, Utah 84058, United States",40.271856386809,-111.720994523963,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,"Orem, Utah, United States",CONSTRUCTION,Construction,4124791,orem-utah-temple,Orem,Utah,United States,,NA,FALSE,Orem  ,40.2981599,-111.6944313,49,049,002201,3,490490022013
Orlando Florida Temple,4,5,1,70000,13,24,0,24,193.8,1,Attached,Yes,1990-02-17,1992-06-20,1994-10-09,https://churchofjesuschristtemples.org/orlando-florida-temple,"9000 Windy Ridge Rd, Windermere, Florida 34786-8347, United States",28.507365001602,-81.509548035222,Ezra Taft Benson,1985-11-10 UTC--1994-05-30 UTC,1985-11-10T00:00:00Z,1994-05-30T00:00:00Z,"Windermere, Florida, United States",OPERATING,9 October 1994,7,orlando-florida-temple,Windermere,Florida,United States,"October 9, 1994",NA,FALSE,Orlando  ,28.4944695,-81.5345547,12,095,014808,1,120950148081
Oslo Norway Temple,1,1,1,10800,8,NA,NA,NA,110.4,1,Attached,No,2021-04-04,NA,NA,https://churchofjesuschristtemples.org/oslo-norway-temple,"Smedsvingen and Ravnsborgveien, Hvalstad, Norway",59.85838000656,10.478329980037,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,Norway,ANNOUNCED,Announced,4138350,oslo-norway-temple,,,norway,,norway,TRUE,Oslo Norway ,61.1529386,8.7876653,NA,NA,NA,NA,NA
Pago Pago American Samoa Temple,2,2,1,17000,NA,NA,NA,NA,61,1,Attached,No,2019-04-07,2021-10-30,NA,https://churchofjesuschristtemples.org/pago-pago-american-samoa-temple,"Ottoville Road, 96799 Tafuna, Western District, American Samoa",-14.331196322809,-170.730831759363,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,"Tafuna, Western District, American Samoa",CONSTRUCTION,Construction,4119590,pago-pago-american-samoa-temple,Tafuna,Western District,American Samoa,,NA,FALSE,Pago Pago American Samoa ,NA,NA,NA,NA,NA,NA,NA
Palmyra New York Temple,2,2,1,10900,5,7,1,8,578.9,1,Attached,Yes,1999-02-21,1999-05-25,2000-04-06,https://churchofjesuschristtemples.org/palmyra-new-york-temple,"2720 Temple Rd, Palmyra, New York 14522-9573, United States",43.039071626514,-77.237050168792,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Palmyra, New York, United States",OPERATING,6 April 2000,37774,palmyra-new-york-temple,Palmyra,New York,United States,"April 6, 2000",NA,FALSE,Palmyra  ,43.0623754,-77.2347245,36,069,050301,1,360690503011
